Link,Price,Beds,Bathrooms,Carports,Size,Type,Airport_Dist,Airport_ID,Highschool_Dist,Highschool_ID,Primaryschool_Dist,Primaryschool_ID,Univeristy_Dist,University_ID,Lake_Dist,Lake_ID,Hospital_Dist,Hospital_ID,Costline_Dist,CBD_Dist,Suburb
https://www.domain.com.au/249a-coode-street-como-wa-6152-2016812938?topspot=1,1005000.0,3,2,2,270,House,11.268963256997775,2,1.2515192144084104,48,0.22951798273152024,77,3.430704140215258,1,3.430704140215258,1,2.400662230810942,9,1.0183275900727513,4.498506409759113, Como
https://www.domain.com.au/47b-pitt-street-st-james-wa-6102-2017185475,1005000.0,6,3,2,416,House,8.814397009343073,1,2.691368255159124,30,1.1556797456221757,201,1.4420597076475399,1,1.4420597076475399,1,7.044467678156236,9,3.6323373550459843,7.2929156331090255, Saint James
https://www.domain.com.au/445-strettle-road-glen-forrest-wa-6071-2017179208,1005000.0,4,2,4,6243,New House &amp; Land,15.814863566430521,1,8.19939093569917,9,2.4272576864569726,128,24.562574485505543,5,24.562574485505543,5,15.686352745945538,11,11.581514953185694,25.889796666930778, Mahogany Creek
https://www.domain.com.au/2-79-williams-road-nedlands-wa-6009-2017177592,1005000.0,3,2,2,241,House,14.6952463919912,2,2.120580104972929,11,0.8552048535965349,214,0.8289897618400263,2,0.8289897618400263,2,3.035109475956733,9,0.9640468543893097,5.447315388298535, Nedlands
https://www.domain.com.au/12-sheahan-way-marmion-wa-6020-2017174135,1005000.0,4,2,2,721,House,22.58129362134887,1,2.0043300695238426,53,0.29838550993588214,193,13.582785904926439,5,13.582785904926439,5,6.214939782806469,12,2.5553174650775152,15.781179692419078, Marmion
https://www.domain.com.au/68-grantham-street-wembley-wa-6014-2017142146,1005000.0,7,3,2,573,House,15.146417051573078,1,2.524088977038098,51,1.4314214465844946,69,5.221938905036232,2,5.221938905036232,2,2.223388121513989,10,1.9447109575622787,5.574582579570729, Wembley
https://www.domain.com.au/307-crawford-road-inglewood-wa-6052-2017137351,1005000.0,3,2,2,534,House,7.981777723223968,1,1.7034067079183175,20,0.11308428762902699,161,1.7464582881457935,5,1.7464582881457935,5,5.640741570764534,10,2.196586315189382,4.853682452902114, Inglewood
https://www.domain.com.au/326a-railway-parade-west-leederville-wa-6007-2017136504,1005000.0,4,2,2,424,House,12.414852490519749,1,0.35636841302336375,18,0.39561478935542654,310,4.0422937505868894,5,4.0422937505868894,5,1.4378087291725203,10,0.2729788029133727,2.752814837395726, West Leederville
https://www.domain.com.au/4-bream-cove-mount-lawley-wa-6050-2017154745,1005000.0,4,2,2,368,House,8.09874880456326,1,2.383573810677048,20,1.7257130615727045,208,2.5485029005565885,5,2.5485029005565885,5,4.9854762342837455,10,0.5585254926515467,2.456497648538965, Mount Lawley
https://www.domain.com.au/83b-okely-road-carine-wa-6020-2017152068,1005000.0,4,2,2,522,House,19.67272824973145,1,0.9956751149721744,53,1.2402635284320154,61,10.609925726752907,5,10.609925726752907,5,6.007803857024622,12,2.787441146406613,12.883851425399127, Carine
https://www.domain.com.au/27a-hood-terrace-sorrento-wa-6020-2017146980,1005000.0,4,2,4,445,House,23.8295923919337,1,1.6762986634139152,45,0.8603467194777226,271,14.968877344747671,5,14.968877344747671,5,6.215519532234404,12,3.088939315684653,17.26857864221889, Sorrento
https://www.domain.com.au/6-harvest-terrace-scarborough-wa-6019-2017146520,1005000.0,3,1,1,655,House,19.750964148684435,1,3.3128240410365217,51,0.2667147166969221,263,10.226980283210668,5,10.226980283210668,5,7.2308410839045525,10,3.7930899288413746,11.16413001923775, Scarborough
https://www.domain.com.au/183-railway-road-subiaco-wa-6008-2017094404,1005000.0,4,3,2,364,House,14.021496767148177,1,1.391554642098649,59,0.4673832033906684,283,3.513658760765176,2,3.513658760765176,2,2.3058194073526637,10,0.11497340247116297,4.032991629760215, Subiaco
https://www.domain.com.au/123-rochdale-road-mount-claremont-wa-6010-2017093503,1005000.0,4,2,2,626,House,17.194864499536283,2,2.970100619208909,11,0.4384390378604399,287,4.297490110633985,2,4.297490110633985,2,3.6729021462555878,8,1.6163866146251051,8.352455545237923, Mount Claremont
